0 1 0 6083.75 66.5628
0 2 0 5448.51 64.0243
0 3 0 6411.23 70.0704
0 4 0 7708.59 79.9255
0 5 0 6248.16 118.297
0 1 1 3402.46 50.7764
0 2 1 1990.06 40.4785
0 3 1 1968.72 41.009
0 4 1 3031.44 55.0692
0 5 1 2142.19 76.1119
0 1 2 2161.5 56.7057
0 2 2 2654.78 46.1732
0 3 2 2787.76 48.1103
0 4 2 3837.8 60.4972
0 5 2 3041.39 88.5108
0 1 3 4213.59 56.4773
0 2 3 3251.65 50.585
0 3 3 3810.92 55.7978
0 4 3 5002.66 67.7433
0 5 3 3944.09 97.4013
0 1 4 3196.39 49.5848
0 2 4 2282.93 43.1305
0 3 4 2532.65 46.0653
0 4 4 3595.23 59.3448
0 5 4 2498.47 80.8372
0 1 5 14739.4 101.224
0 2 5 11746.3 91.3889
0 3 5 15896.1 108.757
0 4 5 22290.3 128.182
0 5 5 19491.9 196.451
0 1 6 4848.31 59.8695
0 2 6 2955.83 48.2348
0 3 6 3421.77 52.9305
0 4 6 6132.03 73.2883
0 5 6 3712.08 95.7939
0 1 7 6447 68.4676
0 2 7 4504.85 58.8237
0 3 7 4958.25 62.4686
0 4 7 6002.94 74.5754
0 5 7 5253.49 113.573
0 1 8 4232.36 55.8652
0 2 8 2868.01 47.8261
0 3 8 3181.08 51.3849
0 4 8 4864.63 65.8877
0 5 8 3860.27 95.7843
0 1 9 2430.19 43.772
0 2 9 1753.8 38.7277
0 3 9 1790.07 40.0494
0 4 9 2653.52 53.779
0 5 9 2097.72 80.2052
0 1 10 3798.37 53.9835
0 2 10 2590.64 46.0057
0 3 10 3023.01 50.4167
0 4 10 4383.85 64.9555
0 5 10 3423.72 94.3878
0 1 11 2989.78 48.2869
0 2 11 1914.66 39.9278
0 3 11 2232.88 43.7511
0 4 11 3615.59 59.1749
0 5 11 2616.93 83.6188
0 1 12 5213.56 64.0434
0 2 12 4062.14 58.0624
0 3 12 4354.91 62.127
0 4 12 5314.32 69.4549
0 5 12 4508.85 108.837
0 1 13 16896.5 118.005
0 2 13 15832.3 117.444
0 3 13 21889.9 140.8
0 4 13 27544 188.511
0 5 13 23483 212.022
0 1 14 3063.74 48.7021
0 2 14 2204.52 42.2714
0 3 14 2622.37 47.1298
0 4 14 4609 65.1122
0 5 14 2119.19 75.099
0 1 15 13392.6 97.5222
0 2 15 12022.4 93.8344
0 3 15 16888.3 112.056
0 4 15 24133.6 136.029
0 5 15 18661.9 197.607
0 1 16 19071 116.379
0 2 16 17323.6 112.579
0 3 16 21272.5 125.967
0 4 16 31708.4 154.978
0 5 16 24697.2 228.948
0 1 17 14864.5 105.063
0 2 17 13830.8 102.345
0 3 17 17540.5 120.932
0 4 17 29278.2 152.107
0 5 17 22060.8 228.578
0 1 18 3689.06 54.1276
0 2 18 2316.64 44.0976
0 3 18 2837.36 49.2069
0 4 18 6772.59 77.678
0 5 18 3297.07 91.5636
0 1 19 4118.04 56.441
0 2 19 3557.97 53.0881
0 3 19 3941.61 56.6307
0 4 19 5447.18 70.2938
0 5 19 3702.25 94.7329
1 1 0 5853.25 59.932
1 2 0 5635.47 59.6099
1 3 0 7229.32 69.5964
1 4 0 8933.04 79.9056
1 5 0 7821.18 103.44
1 1 1 2199.28 35.5906
1 2 1 2113.6 35.7245
1 3 1 2856.98 42.1376
1 4 1 4180.78 55.0562
1 5 1 2981.41 64.3946
1 1 2 3072.63 38.9748
1 2 2 3174.79 40.1401
1 3 2 4017.88 45.6944
1 4 2 4910.98 54.3661
1 5 2 4005.33 68.0225
1 1 3 4705.88 53.4671
1 2 3 3410.17 42.6199
1 3 3 4423.41 49.2438
1 4 3 5242.29 60.7003
1 5 3 4381.38 74.5675
1 1 4 2853.33 43.5561
1 2 4 2597.74 40.3737
1 3 4 3219.36 46.1077
1 4 4 4165.45 59.957
1 5 4 3122.41 70.0036
1 1 5 12399.7 78.4249
1 2 5 12516.3 77.9375
1 3 5 18054.8 95.1559
1 4 5 24942 113.567
1 5 5 19663.1 142.641
1 1 6 3410.78 41.3649
1 2 6 3201.89 40.5193
1 3 6 4102.34 46.3765
1 4 6 6769.94 63.7548
1 5 6 4801.21 75.7341
1 1 7 5347.54 55.7815
1 2 7 4637.5 48.5915
1 3 7 5814.45 57.794
1 4 7 7527.66 72.9641
1 5 7 6101.74 91.2406
1 1 8 3477.43 44.3449
1 2 8 2872.85 39.1754
1 3 8 3986.38 47.1176
1 4 8 5264.49 58.8144
1 5 8 3869.35 70.5811
1 1 9 2070.39 32.6734
1 2 9 1759.55 31.0343
1 3 9 2163.56 35.1027
1 4 9 2740.25 46.2687
1 5 9 2216.68 57.6062
1 1 10 3012.35 38.4684
1 2 10 2909.19 38.7076
1 3 10 3883.87 45.2211
1 4 10 4477.34 53.8565
1 5 10 3418.71 65.7359
1 1 11 2238.06 34.6878
1 2 11 2136.08 34.4912
1 3 11 3155.94 42.2416
1 4 11 3971.89 53.9355
1 5 11 2875.39 64.5787
1 1 12 4711.9 51.1162
1 2 12 4420.78 49.846
1 3 12 5340.99 55.6481
1 4 12 6528.45 67.2026
1 5 12 5067.9 83.4743
1 1 13 15240.2 102.955
1 2 13 15970.7 105.677
1 3 13 22180.6 137.868
1 4 13 31014.6 152.227
1 5 13 24369.7 159.098
1 1 14 2372.28 36.2579
1 2 14 2014.41 33.9977
1 3 14 2545.82 38.6142
1 4 14 5328.27 59.2507
1 5 14 2926.59 62.9859
1 1 15 11989.4 76.0604
1 2 15 12441.6 77.4685
1 3 15 18054 94.3778
1 4 15 26727.6 118.281
1 5 15 21193.4 150.148
1 1 16 18213.3 93.9548
1 2 16 16572.4 88.5364
1 3 16 27758 115.763
1 4 16 30349.7 125.318
1 5 16 22464.3 153.418
1 1 17 13711.7 81.7974
1 2 17 14650.6 84.7123
1 3 17 21128.5 104.029
1 4 17 30383 127.825
1 5 17 22049 155.642
1 1 18 2651.3 38.7757
1 2 18 2266.24 36.6212
1 3 18 3235.77 43.8056
1 4 18 5706.36 61.6402
1 5 18 3372.72 67.8014
