0 1 0 6016.76 83.2933
0 2 0 5844.33 82.5958
0 3 0 8776 100.874
0 4 0 7659.31 103.409
0 5 0 10368.5 184.322
0 1 1 2164.18 54.6218
0 2 1 2030.21 54.0963
0 3 1 3003.1 64.8994
0 4 1 2792.04 75.1971
0 5 1 3728.49 123.147
0 1 2 2711.995 62.1863
0 2 2 2711.89 59.9134
0 3 2 4201.53 73.7254
0 4 2 3900.51 81.0685
0 5 2 5294.31 140.921
0 1 3 3407.59 65.0049
0 2 3 3333.09 64.3302
0 3 3 5631.89 83.1098
0 4 3 4887.35 87.0692
0 5 3 6477.62 149.923
0 1 4 2487.73 57.299
0 2 4 2295.5 55.9572
0 3 4 3669.13 69.2271
0 4 4 3263.86 76.5604
0 5 4 4469.84 129.762
0 1 5 12249.6 109.961
0 2 5 12527.6 111.599
0 3 5 23783.4 155.235
0 4 5 21500.5 150.492
0 5 5 29954.6 283.392
0 1 6 3205.62 63.1832
0 2 6 3004.32 61.3302
0 3 6 4675.21 76.4437
0 4 6 4615.06 85.1605
0 5 6 5721.95 143.132
0 1 7 4641.39 72.2358
0 2 7 4389.16 71.6151
0 3 7 6626.36 87.4972
0 4 7 5778.83 92.8832
0 5 7 7848.52 159.554
0 1 8 3105.68 61.6942
0 2 8 2912.71 61.5726
0 3 8 4582.81 76.702
0 4 8 4690.73 84.416
0 5 8 6294.65 146.981
0 1 9 1667.49 50.7807
0 2 9 1736.42 51.807
0 3 9 2817.35 64.6067
0 4 9 2629.68 74.9125
0 5 9 3551.02 125.211
0 1 10 2678.76 59.8202
0 2 10 2634.45 59.4854
0 3 10 4729 77.9421
0 4 10 4231.3 84.7171
0 5 10 5601.79 147.408
0 1 11 1879.92 52.3807
0 2 11 1855.4 51.9604
0 3 11 3550.09 68.7359
0 4 11 3470.85 81.1673
0 5 11 4419.6 142.323
0 1 12 4069.65 70.2182
0 2 12 4159.74 71.8131
0 3 12 5904.8 86.6704
0 4 12 5516.87 91.3943
0 5 12 7093.95 155.856
0 1 13 16308.1 128.468
0 2 13 17245.8 133.649
0 3 13 31789.2 185.347
0 4 13 25178.1 169.935
0 5 13 35979.6 342.341
0 1 14 2121.99 54.3541
0 2 14 2162.56 54.7879
0 3 14 3590.18 69.2934
0 4 14 2897.41 74.4141
0 5 14 2913.5 112.537
0 1 15 13189.1 114.51
0 2 15 12884.4 114.842
0 3 15 25972.1 162.357
0 4 15 22164.5 156.306
0 5 15 23758.1 260.527
0 1 16 18737.7 136.121
0 2 16 18786.6 138.136
0 3 16 29330.7 173.787
0 4 16 29813.9 178.956
0 5 16 37967.9 329.064
0 1 17 14416.8 124.049
0 2 17 15087.9 127.619
0 3 17 25207.3 168.596
0 4 17 26995.7 173.974
0 5 17 31704.8 314.453
0 1 18 2465.46 59.6495
0 2 18 2369.33 58.6209
0 3 18 4145.38 75.1018
0 4 18 5021.98 91.4325
0 5 18 5231.96 143.555
0 1 19 3468.17 67.4544
0 2 19 3707.43 68.9879
0 3 19 5698.63 85.562
0 4 19 5171.26 92.4329
0 5 19 6326.86 151.745
1 1 0 6406.72 72.9889
1 2 0 5919.19 73.0704
1 3 0 11135.5 98.9106
1 4 0 8318.15 90.5406
1 5 0 11610.4 144.792
1 1 1 2227.41 46.1975
1 2 1 2166.07 48.1498
1 3 1 4727.36 66.1557
1 4 1 3954.64 69.6941
1 5 1 4951.42 98.1604
1 1 2 3181.2 49.7386
1 2 2 3065.02 50.9507
1 3 2 6259.19 69.4724
1 4 2 4860.55 69.1989
1 5 2 6664.9 106.917
1 1 3 3626.13 56.2159
1 2 3 3626.13 55.5521
1 3 3 6887.24 74.505
1 4 3 5186.23 76.8932
1 5 3 6838.32 112.896
1 1 4 2703.62 52.8645
1 2 4 2589.2 52.308
1 3 4 5022.46 69.4524
1 4 4 3847.9 72.914
1 5 4 5147.94 106.675
1 1 5 12983.9 92.3119
1 2 5 13698.4 95.8623
1 3 5 28442.8 137.178
1 4 5 23170.4 128.297
1 5 5 30878.3 205.837
1 1 6 3320.07 51.096
1 2 6 3182.82 51.8492
1 3 6 6387.58 70.3071
1 4 6 5876.85 75.6774
1 5 6 7327.49 112.827
1 1 7 5539.59 67.5545
