 0 0 0  148.465973  0.915404916
 0 0 1  134.376862  4.05847788
 0 0 2  142.152466  3.95699
 0 0 3  187.469299  4.52295113
 0 0 4  317.598114  6.08874989
 0 0 5  177.224182  4.53881121
 0 0 6  150.141006  4.02506781
 0 0 7  143.99437  3.83991408
 0 0 8  156.129898  4.23807478
 0 0 9  138.507187  3.88770199
 0 0 10  119.171242  3.39482307
 0 0 11  133.329315  3.92860699
 0 0 12  122.948387  3.75311399
 0 0 13  123.28994  3.86833405
 0 0 14  118.57048  4.02506399
 0 0 15  121.327881  3.73599291
 0 0 16  122.851433  3.63302898
 0 0 17  144.20079  3.9785161
 0 0 18  143.910507  3.94832706
 0 0 19  136.878403  3.91989994
 0 0 20  137.776764  4.09935904
 0 1 0  126.999825  1.02511096
 0 1 1  124.310829  4.55167913
 0 1 2  122.450203  4.40127802
 0 1 3  144.091125  4.86754704
 0 1 4  162.336166  5.13796186
 0 1 5  133.928757  4.68232822
 0 1 6  125.684135  4.455832
 0 1 7  117.042206  4.30452919
 0 1 8  114.465576  4.30649424
 0 1 9  130.242661  4.61744308
 0 1 10  120.52343  4.51942396
 0 1 11  120.779724  4.48487806
 0 1 12  123.789322  4.50995016
 0 1 13  127.191505  4.68971491
 0 1 14  122.077095  4.67748213
 0 1 15  115.634995  4.2527771
 0 1 16  128.068298  4.50594997
 0 1 17  121.678696  4.45810795
 0 1 18  131.995758  4.9759469
 0 1 19  126.883492  4.63713694
 0 1 20  127.703041  4.67001486
 0 2 0  98.8527298  0.796992183
 0 2 1  97.3025589  3.53185892
 0 2 2  97.8227692  3.48037791
 0 2 3  101.432503  3.57725
 0 2 4  94.352562  3.45217991
 0 2 5  102.123497  3.59047103
 0 2 6  107.807297  3.69776106
 0 2 7  99.1896362  3.53124499
 0 2 8  96.951683  3.53077197
 0 2 9  94.4977264  3.40989304
 0 2 10  98.0304108  3.59155607
 0 2 11  96.7113571  3.5127151
 0 2 12  98.0305634  3.46807194
 0 2 13  96.7139969  3.60181689
 0 2 14  93.0182724  3.68551803
 0 2 15  95.9855804  3.49327302
 0 2 16  105.141502  3.65391994
 0 2 17  105.594002  3.65204597
 0 2 18  106.643204  3.77040601
 0 2 19  98.6304932  3.65800309
 0 2 20  90.5476913  3.4029901
 0 3 0  144.350998  0.979647577
 0 3 1  152.153397  4.46353197
 0 3 2  147.567902  4.25992012
 0 3 3  152.407501  4.49620914
 0 3 4  164.709793  4.77269316
 0 3 5  143.906204  4.34486294
 0 3 6  148.010696  4.27983999
 0 3 7  144.161896  4.26970577
 0 3 8  134.239105  4.14468288
 0 3 9  146.128296  4.31660223
 0 3 10  135.837204  4.15072584
 0 3 11  128.793701  4.10788202
 0 3 12  141.426407  4.28761911
 0 3 13  137.002502  4.44260979
 0 3 14  148.035202  4.86473989
 0 3 15  135.988297  4.14567709
 0 3 16  145.065094  4.38385296
 0 3 17  163.066605  4.6975522
 0 3 18  154.404999  4.88515711
 0 3 19  130.523804  4.10907602
 0 3 20  136.982895  4.37799311
 0 4 0  278.378967  1.762959
 0 4 1  262.607239  7.58093691
 0 4 2  275.183929  7.60009098
 0 4 3  273.491272  7.77117777
 0 4 4  276.258942  7.82606792
 0 4 5  239.062332  7.0871129
 0 4 6  257.476227  7.47692919
 0 4 7  295.992218  7.84131098
 0 4 8  309.328247  8.28539753
 0 4 9  279.120636  7.88631916
 0 4 10  271.245728  7.4539628
 0 4 11  289.528931  7.89767408
 0 4 12  303.293976  8.14303589
 0 4 13  273.240967  7.9568572
 0 4 14  300.492035  10.5073795
 0 4 15  245.999222  7.1721611
 0 4 16  293.042847  7.99632502
 0 4 17  292.951233  8.05903816
 0 4 18  292.174469  8.10138988
 0 4 19  263.389435  7.95097494
 0 4 20  284.949341  8.05402756
 0 5 0  203.881653  1.18634796
 0 5 1  188.587845  5.05713892
 0 5 2  194.178741  5.01740122
 0 5 3  202.452179  5.28595781
 0 5 4  201.508514  5.27696514
 0 5 5  184.402634  5.025774
 0 5 6  207.365234  5.14384508
 0 5 7  205.660828  5.1790328
 0 5 8  220.444977  5.632936
 0 5 9  206.934067  5.27938795
 0 5 10  200.372101  5.24547005
 0 5 11  209.647598  5.3688879
 0 5 12  206.175293  5.25672913
 0 5 13  207.01178  5.42647123
 0 5 14  254.866867  6.78288078
 0 5 15  179.349411  4.93786001
 0 5 16  205.966141  5.22523689
 0 5 17  196.456863  5.11096191
 0 5 18  223.523712  5.80187702
 0 5 19  204.814011  5.3336072
 0 5 20  193.448822  5.15892792
 0 6 0  0.  0.
 0 6 1  0.  0.
 0 6 2  0.  0.
 0 6 3  0.  0.
 0 6 4  0.  0.
 0 6 5  0.  0.
 0 6 6  0.  0.
 0 6 7  0.  0.
 0 6 8  0.  0.
 0 6 9  0.  0.
 0 6 10  0.  0.
 0 6 11  0.  0.
 0 6 12  0.  0.
 0 6 13  0.  0.
 0 6 14  0.  0.
 0 6 15  0.  0.
 0 6 16  0.  0.
 0 6 17  0.  0.
 0 6 18  0.  0.
 0 6 19  0.  0.
 0 6 20  0.  0.
 0 7 0  0.  0.
 0 7 1  0.  0.
 0 7 2  0.  0.
 0 7 3  0.  0.
 0 7 4  0.  0.
 0 7 5  0.  0.
 0 7 6  0.  0.
 0 7 7  0.  0.
 0 7 8  0.  0.
 0 7 9  0.  0.
 0 7 10  0.  0.
 0 7 11  0.  0.
 0 7 12  0.  0.
 0 7 13  0.  0.
 0 7 14  0.  0.
 0 7 15  0.  0.
 0 7 16  0.  0.
 0 7 17  0.  0.
 0 7 18  0.  0.
 0 7 19  0.  0.
 0 7 20  0.  0.
 0 8 0  0.  0.
 0 8 1  0.  0.
 0 8 2  0.  0.
 0 8 3  0.  0.
 0 8 4  0.  0.
 0 8 5  0.  0.
 0 8 6  0.  0.
 0 8 7  0.  0.
 0 8 8  0.  0.
 0 8 9  0.  0.
 0 8 10  0.  0.
 0 8 11  0.  0.
 0 8 12  0.  0.
 0 8 13  0.  0.
 0 8 14  0.  0.
 0 8 15  0.  0.
 0 8 16  0.  0.
 0 8 17  0.  0.
 0 8 18  0.  0.
 0 8 19  0.  0.
 0 8 20  0.  0.
 1 0 0  132.292526  0.699470818
 1 0 1  100.791504  2.89172411
 1 0 2  132.437378  3.15073705
 1 0 3  175.400467  3.52315688
 1 0 4  325.371918  4.92589378
 1 0 5  144.567566  3.23320198
 1 0 6  136.210831  3.08190298
 1 0 7  125.860336  2.98298311
 1 0 8  124.779182  2.99048305
 1 0 9  109.933815  2.77890992
 1 0 10  109.814293  2.75409102
 1 0 11  107.631165  2.75717998
 1 0 12  113.039345  2.87949896
 1 0 13  110.063889  2.91141891
 1 0 14  109.356659  3.1790359
 1 0 15  96.8505249  2.69807005
 1 0 16  116.851028  2.82938504
 1 0 17  120.964058  3.04843307
 1 0 18  113.194855  2.83716702
 1 0 19  132.106796  3.13608789
 1 0 20  136.866425  3.31310105
 1 1 0  127.290047  0.784512699
 1 1 1  132.959274  3.94488502
 1 1 2  130.40686  3.57975292
 1 1 3  124.641441  3.36446905
 1 1 4  173.190933  4.04331923
 1 1 5  130.602951  3.59298301
