17300.000000	476.000000
24000.000000	631.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
70.600000	2.940000
34.600000	2.730000
300.000000	12.500000
187.000000	8.360000
80.600000	10.200000
25.600000	5.330000
397.000000	17.300000
0.000000	0.000000
86.500000	10.600000
21.200000	3.230000
292.000000	13.200000
51.300000	4.570000
20.700000	1.300000
186.000000	15.200000
9.990000	1.100000
7.940000	0.977000
16.700000	1.350000
36.400000	4.780000
17.600000	1.260000
0.000000	0.000000
0.000000	0.000000
3.690000	0.695000
0.300000	0.108000
22.600000	4.850000
0.000000	0.000000
0.000000	0.000000
822.000000	22.600000
0.000000	0.000000
58.900000	2.910000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
95.200000	4.190000
47.900000	3.200000
441.000000	15.200000
273.000000	10.100000
61.600000	7.020000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
140.000000	13.500000
24.000000	3.430000
383.000000	15.100000
38.800000	3.150000
24.900000	1.420000
210.000000	16.100000
14.100000	1.310000
10.400000	1.120000
20.900000	1.510000
46.000000	5.380000
22.200000	1.400000
0.000000	0.000000
0.000000	0.000000
3.070000	0.635000
0.524000	0.138000
42.400000	6.580000
0.000000	0.000000
0.000000	0.000000
219.000000	5.180000
0.000000	0.000000
14.600000	0.617000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
