3.850000	3.850000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.256000	0.181000
0.000000	0.000000
1.590000	0.920000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
2.250000	1.300000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.619000	0.619000
0.000000	0.000000
0.163000	0.115000
1.250000	1.250000
0.000000	0.124000
0.131000	0.131000
0.118000	0.118000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
3.660000	1.710000
0.000000	0.000000
4.340000	0.789000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.254000	0.179000
0.225000	0.225000
0.000000	0.000000
1.120000	0.648000
0.740000	0.740000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.596000	0.596000
0.603000	0.603000
0.264000	0.264000
0.164000	0.116000
1.290000	1.290000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.043100	0.043100
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.679000	0.279000
0.000000	0.000000
1.270000	0.180000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
