 0 0 0  748.014771  2.29087305
 0 0 1  724.101196  10.4200697
 0 0 2  706.26532  9.84252262
 0 0 3  878.307617  10.9865704
 0 0 4  1029.90796  12.2581997
 0 0 5  767.861328  10.5097799
 0 0 6  729.974915  9.90257359
 0 0 7  741.629517  9.85951424
 0 0 8  766.701721  10.4860497
 0 0 9  722.048889  10.0168695
 0 0 10  643.736206  9.04609394
 0 0 11  758.69458  10.66049
 0 0 12  728.85083  10.2859297
 0 0 13  691.892273  10.0858498
 0 0 14  700.744873  10.13976
 0 0 15  708.029114  9.90953445
 0 0 16  702.292603  9.69255924
 0 0 17  760.79303  10.2473602
 0 0 18  757.937988  10.1501503
 0 0 19  745.998779  10.1545801
 0 0 20  710.46167  10.3160696
 0 1 0  752.703674  2.83047295
 0 1 1  773.841614  13.1329498
 0 1 2  736.402771  12.2870398
 0 1 3  782.802979  12.8535805
 0 1 4  796.386719  12.82827
 0 1 5  743.084717  12.5140305
 0 1 6  750.416626  12.3068705
 0 1 7  697.707886  11.9427795
 0 1 8  750.946777  12.6878796
 0 1 9  761.231018  12.7888298
 0 1 10  755.744995  12.9533005
 0 1 11  753.836914  12.7842398
 0 1 12  728.580383  12.4095697
 0 1 13  754.501221  12.63305
 0 1 14  710.102112  12.1265402
 0 1 15  717.002625  11.9666796
 0 1 16  755.809998  12.34233
 0 1 17  746.418274  12.5559301
 0 1 18  837.687622  14.3937702
 0 1 19  760.567688  12.9694595
 0 1 20  759.822571  13.1003904
 0 2 0  598.603577  2.25432801
 0 2 1  624.245117  10.5411301
 0 2 2  603.377014  9.98579884
 0 2 3  611.034424  10.0780802
 0 2 4  582.972412  9.85825634
 0 2 5  595.191284  9.93504524
 0 2 6  620.536804  10.2306404
 0 2 7  550.516479  9.56877422
 0 2 8  588.440613  10.0009003
 0 2 9  592.788574  9.89493847
 0 2 10  589.671509  10.2867098
 0 2 11  578.324219  9.98893929
 0 2 12  590.612305  9.77856255
 0 2 13  597.818726  10.0862703
 0 2 14  555.378906  9.69290447
 0 2 15  621.725281  10.1540899
 0 2 16  645.791077  10.4214096
 0 2 17  650.05957  10.4374199
 0 2 18  628.124573  10.67381
 0 2 19  584.796326  10.2312803
 0 2 20  561.635803  9.82307243
 0 3 0  866.765076  2.76038408
 0 3 1  932.321106  12.8943005
 0 3 2  894.676575  12.1212502
 0 3 3  936.010193  12.7968702
 0 3 4  952.393188  13.0895395
 0 3 5  834.547791  11.99578
 0 3 6  832.566711  11.7367697
 0 3 7  844.521912  11.93857
 0 3 8  815.22113  11.7434797
 0 3 9  803.529785  11.7144604
 0 3 10  817.322083  11.9180698
 0 3 11  824.928528  12.0726995
 0 3 12  827.061218  11.8600197
 0 3 13  831.221985  12.4942799
 0 3 14  774.624817  12.0931797
 0 3 15  823.528503  11.6627903
 0 3 16  924.19397  12.6388597
 0 3 17  1006.50702  13.3974895
 0 3 18  920.918884  13.5620003
 0 3 19  816.235779  11.9647198
 0 3 20  941.337524  13.4876499
 0 4 0  1835.54834  5.13853216
 0 4 1  1812.43298  23.1960793
 0 4 2  1917.34583  22.9175091
 0 4 3  1877.39758  23.3239708
 0 4 4  1822.31885  22.9108696
 0 4 5  1612.19775  21.1246395
 0 4 6  1588.05469  21.2615395
 0 4 7  1817.06372  22.3101406
 0 4 8  1949.41174  23.6494999
 0 4 9  1740.17639  22.4107704
 0 4 10  1851.74878  22.8584805
 0 4 11  1762.89453  22.3794899
 0 4 12  1865.66309  22.9219494
 0 4 13  1797.5354  23.2074699
 0 4 14  1835.93848  23.4299202
 0 4 15  1511.66321  20.0306702
 0 4 16  1924.46069  23.2803497
 0 4 17  2022.40564  24.1598492
 0 4 18  2041.06665  24.7296295
 0 4 19  2063.6814  25.6729298
 0 4 20  1966.47742  24.4123802
 0 5 0  1270.20703  3.36383295
 0 5 1  1244.71802  15.0590296
 0 5 2  1302.33301  14.8385696
 0 5 3  1271.78699  15.0552197
 0 5 4  1301.21997  15.3000097
